nome,preparacao,nome_busca,kcal_100g,proteina_g,carboidrato_g,gordura_g,fibra_g,sodio_mg,gordura_saturada_g,gordura_trans_g,acucar_g,colesterol_mg,fonte
JILO,ASSADO(A),jilo assado,22.0,1.87,4.51,0.21,2.5,6.0,0.05,,2.26,,IBGE
JILO,FRITO(A),jilo frito,47.09,1.87,4.51,3.05,2.5,6.0,0.49,0.02,2.26,,IBGE
JILO,REFOGADO(A),jilo refogado,47.09,1.87,4.51,3.05,2.5,6.0,0.49,0.02,2.26,,IBGE
JILO,COM MANTEIGA/OLEO,jilo com manteiga,43.19,1.9,4.51,2.61,2.5,23.03,1.56,0.1,2.26,6.36,IBGE
JILO,ENSOPADO,jilo ensopado,47.09,1.87,4.51,3.05,2.5,6.0,0.49,0.02,2.26,,IBGE
JILO,NAO SE APLICA,jilo,22.0,1.87,4.51,0.21,2.5,6.0,0.05,,2.26,,IBGE
MAXIXE,CRU(A),maxixe cru,14.0,1.4,2.7,0.1,2.2,11.0,,,,,IBGE
MAXIXE,COZIDO(A),maxixe cozido,14.0,0.4,3.04,0.2,1.0,107.0,0.02,,1.18,,IBGE
MAXIXE,REFOGADO(A),maxixe refogado,36.94,0.4,3.04,2.8,1.0,107.0,0.39,,1.18,,IBGE
MAXIXE,ENSOPADO,maxixe ensopado,36.94,0.4,3.04,2.8,1.0,107.0,0.39,,1.18,,IBGE
PEPININHO (MAXIXE),COZIDO(A),pepininho maxixe cozido,14.0,0.4,3.04,0.2,1.0,107.0,0.02,,1.18,,IBGE
PEPININHO (MAXIXE),AO VINAGRETE,pepininho maxixe ao vinagrete,14.0,0.4,3.04,0.2,1.0,107.0,0.02,,1.18,,IBGE
PALMITO IN NATURA,CRU(A),palmito in natura cru,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
PALMITO IN NATURA,COZIDO(A),palmito in natura cozido,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
PALMITO IN NATURA,REFOGADO(A),palmito in natura refogado,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
PALMITO IN NATURA,ENSOPADO,palmito in natura ensopado,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
GUARIROBA (PALMITO IN NATURA),COZIDO(A),guariroba palmito in natura cozido,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
GUARIROBA (PALMITO IN NATURA),REFOGADO(A),guariroba palmito in natura refogado,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
GUARIROBA (PALMITO IN NATURA),MOLHO VERMELHO,guariroba palmito in natura ao molho vermelho,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
GUEIROBA (PALMITO IN NATURA),COZIDO(A),gueiroba palmito in natura cozido,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
GUEIROBA (PALMITO IN NATURA),REFOGADO(A),gueiroba palmito in natura refogado,28.0,2.52,4.62,0.62,2.4,426.0,0.13,,,,IBGE
PIMENTAO,NAO SE APLICA,pimentao,20.0,0.86,4.64,0.17,1.7,3.0,0.06,,2.39,,IBGE
QUIABO,CRU(A),quiabo cru,22.0,1.87,4.51,0.21,2.5,6.0,0.05,,2.26,,IBGE
QUIABO,COZIDO(A),quiabo cozido,22.0,1.87,4.51,0.21,2.5,6.0,0.05,,2.26,,IBGE
QUIABO,FRITO(A),quiabo frito,47.09,1.87,4.51,3.05,2.5,6.0,0.49,0.02,2.26,,IBGE
QUIABO,EMPANADO(A)/A MILANESA,quiabo empanado,47.09,1.87,4.51,3.05,2.5,6.0,0.49,0.02,2.26,,IBGE
QUIABO,REFOGADO(A),quiabo refogado,47.09,1.87,4.51,3.05,2.5,6.0,0.49,0.02,2.26,,IBGE
QUIABO,ENSOPADO,quiabo ensopado,47.09,1.87,4.51,3.05,2.5,6.0,0.49,0.02,2.26,,IBGE
QUIABO,NAO SE APLICA,quiabo,22.0,1.87,4.51,0.21,2.5,6.0,0.05,,2.26,,IBGE
TOMATE,NAO SE APLICA,tomate,18.0,0.88,3.92,0.2,1.2,5.0,0.03,,2.62,,IBGE
VAGEM,CRU(A),vagem cru,35.0,1.89,7.88,0.28,3.2,1.0,0.06,,2.3,,IBGE
VAGEM,COZIDO(A),vagem cozido,35.0,1.89,7.88,0.28,3.2,1.0,0.06,,2.3,,IBGE
VAGEM,REFOGADO(A),vagem refogado,67.12,1.89,7.88,3.91,3.2,1.0,0.63,0.02,2.3,,IBGE
VAGEM,COM MANTEIGA/OLEO,vagem com manteiga,67.12,1.89,7.88,3.91,3.2,1.0,0.63,0.02,2.3,,IBGE
VAGEM,ENSOPADO,vagem ensopado,67.12,1.89,7.88,3.91,3.2,1.0,0.63,0.02,2.3,,IBGE
VAGEM,NAO SE APLICA,vagem,35.0,1.89,7.88,0.28,3.2,1.0,0.06,,2.3,,IBGE
COGUMELO IN NATURA,NAO SE APLICA,cogumelo in natura,28.0,2.17,5.29,0.47,2.2,2.0,0.05,,0.3,,IBGE
BERINJELA,CRU(A),berinjela cru,32.9,0.78,8.21,0.22,2.35,0.94,0.04,,3.67,,IBGE
BERINJELA,COZIDO(A),berinjela cozido,35.0,0.83,8.73,0.23,2.5,1.0,0.04,,3.9,,IBGE
BERINJELA,ASSADO(A),berinjela assado,35.0,0.83,8.73,0.23,2.5,1.0,0.04,,3.9,,IBGE
BERINJELA,FRITO(A),berinjela frito,75.55,0.83,8.73,4.82,2.5,1.0,0.7,,3.9,,IBGE
BERINJELA,EMPANADO(A)/A MILANESA,berinjela empanado,164.87,3.69,15.86,10.18,2.71,19.95,1.74,,3.99,64.24,IBGE
BERINJELA,REFOGADO(A),berinjela refogado,75.55,0.83,8.73,4.82,2.5,1.0,0.7,,3.9,,IBGE
BERINJELA,AO VINAGRETE,berinjela ao vinagrete,35.0,0.83,8.73,0.23,2.5,1.0,0.04,,3.9,,IBGE
BERINJELA,ENSOPADO,berinjela ensopado,75.55,0.83,8.73,4.82,2.5,1.0,0.7,,3.9,,IBGE
BERINJELA,NAO SE APLICA,berinjela,35.0,0.83,8.73,0.23,2.5,1.0,0.04,,3.9,,IBGE
ERVILHA EM VAGEM,COZIDO(A),ervilha em vagem cozido,67.09,3.27,7.05,3.07,2.8,239.78,0.49,0.02,3.4,,IBGE
ERVILHA EM VAGEM,REFOGADO(A),ervilha em vagem refogado,67.09,3.27,7.05,3.07,2.8,4.0,0.49,0.02,3.4,,IBGE
CEBOLA,CRU(A),cebola cru,40.0,1.1,9.34,0.1,1.93,4.0,0.04,,4.26,,IBGE
CEBOLA,COZIDO(A),cebola cozido,44.0,1.36,10.15,0.19,1.4,3.0,0.03,,4.73,,IBGE
CEBOLA,GRELHADO(A)/BRASA/CHURRASCO,cebola grelhado,44.0,1.36,10.15,0.19,1.4,3.0,0.03,,4.73,,IBGE
CEBOLA,ASSADO(A),cebola assado,44.0,1.36,10.15,0.19,1.4,3.0,0.03,,4.73,,IBGE
CEBOLA,FRITO(A),cebola frito,63.12,1.36,10.15,2.35,1.4,3.0,0.37,0.01,4.73,,IBGE
CEBOLA,REFOGADO(A),cebola refogado,63.12,1.36,10.15,2.35,1.4,3.0,0.37,0.01,4.73,,IBGE
CEBOLA,MOLHO VERMELHO,cebola ao molho vermelho,40.0,1.35,9.2,0.19,1.42,107.2,0.03,,4.63,,IBGE
CEBOLA,COM MANTEIGA/OLEO,cebola com manteiga,60.15,1.38,10.15,2.02,1.4,15.97,1.19,0.07,4.73,4.84,IBGE
CEBOLA,AO VINAGRETE,cebola ao vinagrete,40.0,1.1,9.34,0.1,1.93,4.0,0.04,,4.26,,IBGE
CEBOLA,NAO SE APLICA,cebola,40.0,1.1,9.34,0.1,1.93,4.0,0.04,,4.26,,IBGE
CATALONHA,REFOGADO(A),catalonha refogado,42.94,1.88,4.13,2.68,2.1,179.0,0.39,,0.4,,IBGE
JARDINEIRA (SELETA),NAO SE APLICA,jardineira seleta,47.0,2.53,9.06,0.26,2.8,482.78,0.05,,3.2,,IBGE
SELETA (JARDINEIRA),NAO SE APLICA,seleta jardineira,47.0,2.53,9.06,0.26,2.8,482.78,0.05,,3.2,,IBGE
ALHO,NAO SE APLICA,alho,149.0,6.36,33.06,0.5,2.1,17.0,0.09,,1.6,,IBGE
ALHO PORO,NAO SE APLICA,alho poro,54.48,0.81,7.62,2.86,1.0,10.0,0.44,0.01,1.98,,IBGE
BROTO DE ALFAFA,NAO SE APLICA,broto de alfafa,23.0,3.99,2.1,0.69,1.9,6.0,0.07,,0.2,,IBGE
ALFACE ORGANICA,NAO SE APLICA,alface organica,15.0,1.36,2.79,0.15,1.3,28.0,0.02,,0.79,,IBGE
TOMATE ORGANICO,NAO SE APLICA,tomate organico,18.0,0.88,3.92,0.2,1.2,5.0,0.03,,2.62,,IBGE
PIMENTAO ORGANICO,NAO SE APLICA,pimentao organico,20.0,0.86,4.64,0.17,1.7,3.0,0.06,,2.39,,IBGE
OREGANO,NAO SE APLICA,oregano,306.0,11.0,64.43,10.25,42.8,15.0,2.66,,4.09,,IBGE
PACOVA,NAO SE APLICA,pacova,78.0,1.2,20.3,0.1,2.0,1.0,,,,,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",CRU(A),banana ouro prata d agua da terra etc cru,89.0,1.09,22.84,0.33,2.6,1.0,0.11,,12.23,,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",COZIDO(A),banana ouro prata d agua da terra etc cozido,89.0,1.09,22.84,0.33,2.6,1.0,0.11,,12.23,,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",ASSADO(A),banana ouro prata d agua da terra etc assado,89.0,1.09,22.84,0.33,2.6,1.0,0.11,,12.23,,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",FRITO(A),banana ouro prata d agua da terra etc frito,213.11,1.22,25.47,13.25,2.9,1.12,2.14,0.07,13.64,,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",EMPANADO(A)/A MILANESA,banana ouro prata d agua da terra etc empanado,213.11,1.22,25.47,13.25,2.9,1.12,2.14,0.07,13.64,,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",COM MANTEIGA/OLEO,banana ouro prata d agua da terra etc com manteiga,195.41,1.33,25.48,11.25,2.9,78.36,7.01,0.44,13.65,28.83,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",ENSOPADO,banana ouro prata d agua da terra etc ensopado,89.0,1.09,22.84,0.33,2.6,1.0,0.11,,12.23,,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",MINGAU,banana ouro prata d agua da terra etc mingau,112.04,2.29,23.18,1.72,1.54,67.45,0.95,0.05,13.2,5.55,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",SOPA,banana ouro prata d agua da terra etc sopa,112.04,2.29,23.18,1.72,1.54,67.45,0.95,0.05,13.2,5.55,IBGE
"BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)",NAO SE APLICA,banana ouro prata d agua da terra etc,89.0,1.09,22.84,0.33,2.6,1.0,0.11,,12.23,,IBGE
"LARANJA (PERA, SELETA, LIMA, DA TERRA, ETC)",NAO SE APLICA,laranja pera seleta lima da terra etc,47.0,0.94,11.75,0.12,2.35,,0.02,,8.37,,IBGE
LIMA,NAO SE APLICA,lima,47.0,0.94,11.75,0.12,2.35,,0.02,,8.37,,IBGE
"LIMAO (COMUM, GALEGO, ETC)",NAO SE APLICA,limao comum galego etc,30.0,0.7,10.54,0.2,2.8,2.0,0.02,,0.7,,IBGE
TANGERINA,NAO SE APLICA,tangerina,53.0,0.81,13.34,0.31,1.8,2.0,0.04,,10.58,,IBGE
MEXERICA,NAO SE APLICA,mexerica,53.0,0.81,13.34,0.31,1.8,2.0,0.04,,10.58,,IBGE
BERGAMOTA,NAO SE APLICA,bergamota,53.0,0.81,13.34,0.31,1.8,2.0,0.04,,10.58,,IBGE
MIMOSA,NAO SE APLICA,mimosa,53.0,0.81,13.34,0.31,1.8,2.0,0.04,,10.58,,IBGE
TANJA,NAO SE APLICA,tanja,53.0,0.81,13.34,0.31,1.8,2.0,0.04,,10.58,,IBGE
MARICOTA,NAO SE APLICA,maricota,53.0,0.81,13.34,0.31,1.8,2.0,0.04,,10.58,,IBGE
LARANJINHA JAPONESA,NAO SE APLICA,laranjinha japonesa,47.0,0.94,11.75,0.12,2.35,,0.02,,8.37,,IBGE
CANA DE ACUCAR,NAO SE APLICA,cana de acucar,73.58,,19.97,0.05,,18.34,,,9.83,,IBGE
ABACAXI,NAO SE APLICA,abacaxi,48.0,0.54,12.63,0.12,1.4,1.0,0.01,,9.26,,IBGE
ANANAS,NAO SE APLICA,ananas,48.0,0.54,12.63,0.12,1.4,1.0,0.01,,9.26,,IBGE
ABACATE,NAO SE APLICA,abacate,120.0,2.23,7.82,10.06,5.6,2.0,1.96,,2.42,,IBGE
CAQUI,NAO SE APLICA,caqui,70.0,0.58,18.59,0.19,3.6,1.0,0.02,,12.54,,IBGE
FIGO,NAO SE APLICA,figo,74.0,0.75,19.18,0.3,2.9,1.0,0.06,,6.9,,IBGE
MACA,NAO SE APLICA,maca,52.0,0.26,13.81,0.17,2.4,1.0,0.03,,10.4,,IBGE
MAMAO,NAO SE APLICA,mamao,39.0,0.61,9.81,0.14,1.8,3.0,0.04,,4.86,,IBGE
PAPAIA,NAO SE APLICA,papaia,39.0,0.61,9.81,0.14,1.8,3.0,0.04,,4.86,,IBGE
MANGA,NAO SE APLICA,manga,65.0,0.51,17.0,0.27,1.76,2.0,0.07,,12.73,,IBGE
MANGUITO,NAO SE APLICA,manguito,65.0,0.51,17.0,0.27,1.76,2.0,0.07,,12.73,,IBGE
MARACUJA,NAO SE APLICA,maracuja,97.0,2.2,23.38,0.7,10.4,28.0,0.06,,10.4,,IBGE
MELANCIA,NAO SE APLICA,melancia,30.0,0.61,7.55,0.15,0.4,1.0,0.02,,6.21,,IBGE
MELAO,NAO SE APLICA,melao,36.0,0.54,9.09,0.14,0.8,18.0,0.04,,8.12,,IBGE
PERA,NAO SE APLICA,pera,58.0,0.38,15.46,0.12,3.16,1.0,0.01,,9.79,,IBGE
PESSEGO,NAO SE APLICA,pessego,39.0,0.91,9.54,0.25,1.5,,0.02,,8.38,,IBGE
FRUTA DE CONDE,NAO SE APLICA,fruta de conde,74.0,1.65,17.7,0.62,2.3,4.0,0.07,,3.39,,IBGE
PINHA (FRUTA DE CONDE),NAO SE APLICA,pinha fruta de conde,74.0,1.65,17.7,0.62,2.3,4.0,0.07,,3.39,,IBGE
ATA,NAO SE APLICA,ata,74.0,1.65,17.7,0.62,2.3,4.0,0.07,,3.39,,IBGE
UVA,NAO SE APLICA,uva,69.0,0.72,18.1,0.16,0.9,2.0,0.05,,15.48,,IBGE
UVA PASSA,NAO SE APLICA,uva passa,299.0,3.07,79.18,0.46,3.7,11.0,0.06,,57.88,,IBGE
JENIPAPO,NAO SE APLICA,jenipapo,113.0,5.2,25.7,0.3,9.4,,,,,,IBGE
JACA,NAO SE APLICA,jaca,94.0,1.47,24.01,0.3,1.6,3.0,0.06,,8.08,,IBGE
GOIABA,NAO SE APLICA,goiaba,68.0,2.55,14.32,0.95,5.4,2.0,0.27,,8.82,,IBGE
ARACA ACU (GOIABA),NAO SE APLICA,araca acu goiaba,68.0,2.55,14.32,0.95,5.4,2.0,0.27,,8.82,,IBGE
AMEIXA,NAO SE APLICA,ameixa,46.0,0.7,11.42,0.28,1.4,,0.02,,9.93,,IBGE
CAJU,NAO SE APLICA,caju,43.0,1.0,10.3,0.3,1.7,3.0,,,,,IBGE
CEREJA,NAO SE APLICA,cereja,63.0,1.06,16.01,0.2,2.1,,0.04,,12.82,,IBGE
CAJA MANGA,NAO SE APLICA,caja manga,46.0,1.3,11.4,,2.6,1.0,,,,,IBGE
CAJARANA,NAO SE APLICA,cajarana,46.0,0.2,12.4,0.1,1.1,,,,,,IBGE
TAPEREBA,NAO SE APLICA,tapereba,70.0,0.8,13.8,2.1,1.0,,,,,,IBGE
ACAJA (TABEREBA),NAO SE APLICA,acaja tabereba,46.0,1.3,11.4,,2.6,1.0,,,,,IBGE
CARAMBOLA,NAO SE APLICA,carambola,31.0,1.04,6.73,0.33,2.8,2.0,0.02,,3.75,,IBGE
JABOTICABA,NAO SE APLICA,jaboticaba,73.0,0.66,18.4,0.5,7.0,6.0,0.02,,7.48,,IBGE
GRAVIOLA,NAO SE APLICA,graviola,62.0,0.8,15.8,0.2,1.9,4.0,,,,,IBGE
MORANGO,NAO SE APLICA,morango,32.0,0.67,7.68,0.3,2.0,1.0,0.02,,4.9,,IBGE
JAMBO,NAO SE APLICA,jambo,27.0,0.9,6.5,0.1,5.1,22.0,,,,,IBGE
ATEMOIA,NAO SE APLICA,atemoia,74.0,1.65,17.7,0.62,2.3,4.0,0.07,,3.39,,IBGE
MANGABA,NAO SE APLICA,mangaba,43.0,0.7,10.5,0.3,0.8,,,,,,IBGE
ARACA,NAO SE APLICA,araca,68.0,2.55,14.32,0.95,5.4,2.0,0.27,,8.82,,IBGE
NESPERA,NAO SE APLICA,nespera,47.0,0.43,12.14,0.2,1.7,1.0,0.04,,6.3,,IBGE
FRUTA PAO,NAO SE APLICA,fruta pao,103.0,1.07,27.12,0.23,4.9,2.0,0.05,,2.9,,IBGE
SAPOTI,NAO SE APLICA,sapoti,96.0,0.7,25.9,0.1,9.9,,,,,,IBGE
UXI,NAO SE APLICA,uxi,252.0,2.2,38.2,10.1,20.5,,,,,,IBGE
